frame_idx,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
0,0.19578429788509127,0.08149857447127282,-0.2046381177869612,0.9786311534400047,-0.002762934273508791,0.20560503814567896,0.011956483131727931,0.9989825037534392,-0.04348562642564199,-0.20527568786343534,0.045014701917374264,0.9776684348916475,798.0,0.0,0.0
1,0.19517234907662429,0.08124205116668277,-0.2040148766627903,0.9783178292832011,-0.0018994708565804215,0.20710049955775206,0.011180123223649953,0.9989842756754745,-0.04365113741761554,-0.20680722847934851,0.04502009510887948,0.9773453643851174,798.6108324629693,0.0,0.0
2,0.19454371516874647,0.08103268487363767,-0.20326253327976107,0.9778153151485396,-0.0010534960909638095,0.20946622545639337,0.010499536075816357,0.9989768447586583,-0.043988900625363266,-0.20920556685507902,0.04521231891887185,0.976825919503994,799.0,0.0,0.0
3,0.19434537301425664,0.08097719660650327,-0.20303751548704263,0.9776327150183297,-0.0006670503746672172,0.21031840045437547,0.010178058407225406,0.9989733844117332,-0.044142772500452135,-0.21007303885303438,0.04529605149199234,0.9766358513111661,798.5491516258163,0.0,0.0
4,0.19442038350106916,0.0809760258886513,-0.20315853400427664,0.9777099515038937,-0.0006594451161723155,0.20995908140014433,0.010141060614390143,0.9989762698775877,-0.04408595140264441,-0.20971506769869672,0.045232481178903015,0.976715727848452,798.0,0.0,0.0
5,0.194416,0.080977,-0.203141,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.0,0.0,0.0
6,0.194416,0.080977,-0.203141,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.0,0.0,0.0
7,0.194416,0.080977,-0.203141,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.0,0.0,0.0
8,0.19441600000000003,0.080977,-0.203141,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.0,0.0,0.0
9,0.194416,0.080977,-0.20314099999999996,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.0,0.0,0.0
10,0.194416,0.080977,-0.203141,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.0,0.0,0.0
11,0.194416,0.080977,-0.203141,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.0,0.0,0.0
12,0.194416,0.080977,-0.203141,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.5820995180884,0.0,0.0
13,0.194416,0.080977,-0.203141,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.4973169277387,0.0,0.0
14,0.19441599999999998,0.080977,-0.20314099999999996,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.4329122557826,0.0,0.0
15,0.194416,0.080977,-0.203141,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.4372333078544,0.0,0.0
16,0.194416,0.080977,-0.203141,0.9776968678922802,-0.0006949264385694588,0.2100198837988207,0.010181073587751723,0.9989756815885017,-0.04409005937157785,-0.2097741172171294,0.0452449408446232,0.9767024700868431,798.0,0.0,0.0
17,0.19443977784643085,0.08098763537885104,-0.2031302802193573,0.9776809128277487,-0.0006936494513433136,0.21009414923490521,0.01019885847168556,0.9989722982926961,-0.0441625466847563,-0.20984760179276413,0.045319599449326585,0.9766832229170204,798.0,0.0,0.0
18,0.19495670865630996,0.08120247445747913,-0.20286358343209487,0.9773523980957045,-0.0011550139643481967,0.21161511259670876,0.011068524948004638,0.9988953350035451,-0.045668342028486145,-0.21132860121633076,0.04697633075174726,0.9762855354132066,798.0,0.0,0.0
19,0.1956867040060611,0.08124588426812408,-0.20247487183907115,0.9769591267202258,-0.007210550247355424,0.21330464758927367,0.017508544997851323,0.9987681530027823,-0.046428734631357764,-0.2127071121756677,0.049093630060744,0.9758819087970361,798.0,0.0,0.0
20,0.19635237356429885,0.08127155820590821,-0.20101086443561783,0.9759173649691487,-0.018009655248660744,0.21739583498654663,0.028763753782333826,0.9985084990956276,-0.04640499652135005,-0.21623585091289255,0.05154056219737635,0.9749798086259815,798.0,0.0,0.0
21,0.19687146186747817,0.08141533939706139,-0.19866286311221926,0.9741937515510235,-0.029034931342472047,0.22383812722787125,0.040376866786410524,0.998113081363003,-0.0462599766597844,-0.22207260764771328,0.05410406245365752,0.9735278667601434,798.0,0.0,0.0
