frame_idx,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
0,0.24450703629463832,0.11763270483288557,-0.2373369824562311,0.9991416866848839,-0.004198589444375968,0.041209971792792816,0.005835276470408427,0.999195549814592,-0.039676224357024614,-0.04101023624656536,0.03988264130411413,0.9983624268999751,801.0,0.0,0.0
1,0.24440823297526376,0.11748113928936962,-0.23667446429789868,0.9990677696684663,-0.003083150847425781,0.043059096489920345,0.00477616178007571,0.99921718364843,-0.03927095848524805,-0.04290431083617119,0.03944000611753946,0.998300408709283,801.0,0.0,0.0
2,0.24438475232860718,0.11743899999999999,-0.23646263643327886,0.9990410851579079,-0.00302428069540895,0.04367795660038487,0.004742219640031803,0.9992169091807572,-0.03928205391956995,-0.04352495283622286,0.03945151623866542,0.9982730870593852,801.0,0.0,0.0
3,0.24438349646406698,0.11742807779052629,-0.236406503535933,0.9990327113163784,-0.003215423085296811,0.04385547598907412,0.004942313968236786,0.9992142321055749,-0.03932546109463456,-0.043694567768603546,0.03950416955270399,0.9982635951167739,801.0,0.0,0.0
4,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
5,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
6,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
7,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
8,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
9,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
10,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
11,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
12,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
13,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
14,0.244384,0.117417,-0.236406,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
15,0.244384,0.117417,-0.23640599999999998,0.9990329136428138,-0.003199596388249394,0.043852024369491184,0.004924402532315126,0.9992160687339144,-0.039281016326476764,-0.043691963998541826,0.039458973211343285,0.9982654966065173,801.0,0.0,0.0
16,0.2444113254606546,0.11739293560255107,-0.23642511657741272,0.9990349141556636,-0.003212721365141721,0.04380546449263881,0.004932305741825043,0.9992190689776058,-0.03920362931663198,-0.04364530510896948,0.03938185639297224,0.9982705829227807,801.0,0.0,0.0
17,0.24485796171840726,0.11680591358190037,-0.23644374538471094,0.9990317075359493,-0.0030585502503877073,0.04388955010217594,0.004730211157152657,0.9992652215236366,-0.0380347493185675,-0.043740969813371854,0.03820552739700599,0.9983121081285663,801.0,0.0,0.0
18,0.2459951147002517,0.114850836318422,-0.235792582364381,0.9989345246916479,-0.0017938017425489323,0.04611504802534507,0.003423655740601745,0.9993713001951482,-0.035288566528392115,-0.04602275481152012,0.035408849480989074,0.998312636110548,801.0,0.0,0.0
19,0.24711693233865703,0.11276280119985208,-0.23444967053515192,0.9987226511352826,-0.0005927530842541706,0.050524397602481744,0.002348640688817715,0.9993949798519237,-0.03470098173953772,-0.05047326021001007,0.03477532013589534,0.9981197959730178,801.0,0.0,0.0
