frame_idx,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
0,0.21528780994180036,0.10048015050349388,-0.154469163362376,0.9728543733862516,0.038289124500424127,0.22822863783547134,-0.01782832895601854,0.9956869635734003,-0.09104735721929734,-0.23073040300289796,0.08450688442353892,0.9693410481430913,801.0,0.0,0.0
1,0.2154586668747258,0.10018222409281477,-0.15551491082118618,0.9735753973491337,0.0382872448023678,0.2251333661675231,-0.017947836923035636,0.995624344706112,-0.09170626684316154,-0.22765944045055675,0.0852423082393279,0.970002540233669,801.0,0.0,0.0
2,0.2155443118485852,0.09988400736324271,-0.15610969245526335,0.9739483289294493,0.037567094724692184,0.22363668296922848,-0.017270770180593358,0.9956064806879252,-0.09202964799222649,-0.22611141738731885,0.08576974411848268,0.9703180807966776,801.0,0.0,0.0
3,0.2155179721535714,0.09988202784642855,-0.15597646507953672,0.9738746196389303,0.037570271132937975,0.2239569153880415,-0.01725954468239716,0.9956124025116156,-0.09196766867984073,-0.22642953283634445,0.08569958396658732,0.97025009557715,801.0,0.0,0.0
4,0.21554585195754317,0.09988698654159484,-0.1560666231646554,0.9739353677333801,0.03747903511249248,0.2237078930325933,-0.017189814963889025,0.9956140255502278,-0.09196315778167723,-0.22617340634909516,0.08572067460482892,0.9703079697733809,801.0,0.0,0.0
5,0.2155366663099226,0.09988615148272025,-0.1560432415161666,0.973918884380053,0.03747718675512303,0.223779952455162,-0.01718247219706514,0.9956145700280906,-0.09195863524964576,-0.22624493209154986,0.08571515864012583,0.9702917820337282,801.0,0.0,0.0
6,0.2155281809191114,0.09988514761488894,-0.15602024752755642,0.973902351084693,0.03747611227899195,0.22385207517501296,-0.01717592518453845,0.9956151045921849,-0.09195407061108146,-0.22631658831327942,0.08570941906433041,0.9702755780384729,801.0,0.0,0.0
7,0.2155198317667209,0.099885,-0.15599818338764243,0.9738867213159773,0.037475000049983234,0.2239202501241675,-0.017169724064809343,0.9956156439920941,-0.09194938832719901,-0.2263843073624015,0.08570363941783041,0.9702602906285428,801.0,0.0,0.0
8,0.21551245347801026,0.0998840647825729,-0.15597916608631213,0.9738727077793108,0.03747369344125995,0.2239814084750421,-0.017163755152126196,0.9956160989235786,-0.09194557669226308,-0.2264450364915757,0.08569892568793055,0.9702465354662513,801.0,0.0,0.0
9,0.21550515114758206,0.09988302159251172,-0.155960388665211,0.9738595519240315,0.03747271232892107,0.22403876663880873,-0.017158433220793363,0.9956165310620811,-0.09194189059028361,-0.2265020116814247,0.08569433415706103,0.9702336418603746,801.0,0.0,0.0
10,0.215495,0.099883,-0.155937,0.9738421592784475,0.03747099244785218,0.22411464373588746,-0.01715100579778302,0.9956171265971918,-0.09193682736790347,-0.2265773417886598,0.08568816692708671,0.9702165975887346,801.0,0.0,0.0
11,0.21549500000000002,0.099883,-0.155937,0.9738421592784475,0.03747099244785218,0.22411464373588746,-0.01715100579778302,0.9956171265971918,-0.09193682736790347,-0.2265773417886598,0.08568816692708671,0.9702165975887346,801.0,0.0,0.0
12,0.215495,0.099883,-0.155937,0.9738421592784475,0.03747099244785218,0.22411464373588746,-0.01715100579778302,0.9956171265971918,-0.09193682736790347,-0.2265773417886598,0.08568816692708671,0.9702165975887346,801.0,0.0,0.0
13,0.215495,0.099883,-0.155937,0.9738421592784475,0.03747099244785218,0.22411464373588746,-0.01715100579778302,0.9956171265971918,-0.09193682736790347,-0.2265773417886598,0.08568816692708671,0.9702165975887346,801.0000000000001,0.0,0.0
14,0.215495,0.099883,-0.155937,0.9738421592784475,0.03747099244785218,0.22411464373588746,-0.01715100579778302,0.9956171265971918,-0.09193682736790347,-0.2265773417886598,0.08568816692708671,0.9702165975887346,801.0,0.0,0.0
15,0.215495,0.099883,-0.155937,0.9738421592784475,0.03747099244785218,0.22411464373588746,-0.01715100579778302,0.9956171265971918,-0.09193682736790347,-0.2265773417886598,0.08568816692708671,0.9702165975887346,801.0,0.0,0.0
