frame_idx,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
0,0.1837134778760367,0.07661935710411628,-0.2491872644499436,0.9712270898344615,0.03452887957066489,0.23563891114855656,-0.002153610286326265,0.9906667934611589,-0.13628890745809072,-0.2381455477946574,0.13186000458433142,0.9622367885591376,798.0,0.0,0.0
1,0.18370694313676464,0.07688941285375814,-0.2481808016089959,0.9701401328367859,0.03571217224162891,0.23990157025998748,-0.0028814917068086046,0.9907280993598897,-0.13582904749825844,-0.24252797707680462,0.13108193579790003,0.9612479942462862,798.0,0.0,0.0
2,0.18355876038006308,0.07681244006832594,-0.2464766834248383,0.9686247592415685,0.03527605100866276,0.2460115363340662,-0.0018825887827098667,0.9908883119242403,-0.1346729711241441,-0.24852068655081527,0.12998443567275106,0.9598653628708288,798.0,0.0,0.0
3,0.183484,0.076799,-0.2458028232908114,0.9680236146763923,0.03516567808035273,0.24838207768275183,-0.0015553211542844968,0.9909481921404154,-0.13423584271627806,-0.25085426527160865,0.12955715178557806,0.9593159448358242,798.0,0.0,0.0
4,0.183484,0.076799,-0.245802,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.0,0.0,0.0
5,0.183484,0.076799,-0.245802,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.0,0.0,0.0
6,0.183484,0.076799,-0.245802,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.0,0.0,0.0
7,0.18348400000000004,0.076799,-0.24580200000000002,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.3305725506698,0.0,0.0
8,0.183484,0.076799,-0.24580199999999996,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.6592722072402,0.0,0.0
9,0.183484,0.076799,-0.245802,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.0,0.0,0.0
10,0.183484,0.076799,-0.245802,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.2004157987938,0.0,0.0
11,0.183484,0.076799,-0.245802,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.962374344807,0.0,0.0
12,0.18348400000000004,0.076799,-0.245802,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.0,0.0,0.0
13,0.18348400000000004,0.076799,-0.24580200000000002,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.0,0.0,0.0
14,0.183484,0.076799,-0.245802,0.9680233950654364,0.035165740438632534,0.2483829247460231,-0.001555262344600735,0.9909481893636903,-0.134235863895843,-0.25085511309324615,0.1295571560980965,0.9593157225537108,798.0,0.0,0.0
15,0.18347018781842417,0.07680114856157846,-0.24577253401263827,0.9679874143257582,0.03517250564528686,0.2485221530438788,-0.001546041544289018,0.9909498099782754,-0.13422400627146797,-0.25099397495253983,0.12954292319788063,0.9592813224424167,798.0,0.0,0.0
16,0.18355029381672885,0.07694647625710507,-0.24565879311115613,0.9677795892397143,0.03560573464409629,0.24926872710282785,-0.0017919953177701758,0.9909006194243126,-0.13458362150460476,-0.2517924848040365,0.1298005935462848,0.9590371997536077,798.0,0.0,0.0
17,0.18431207490265344,0.07781554274386318,-0.2459286869573236,0.9676225762839258,0.037392066049797335,0.2496164723374359,-0.002832913597922152,0.990512256288047,-0.1373952136855903,-0.2523856661266741,0.1322395687367813,0.958547949762611,798.0,0.0,0.0
18,0.1855686721683601,0.07945370793961223,-0.24681343618848933,0.96791052711414,0.03933823590629611,0.24819692725214842,-0.003547841039825389,0.9897120372839135,-0.14302970348595911,-0.25127002273566934,0.13755939244961013,0.9580922655064649,798.0,0.0,0.0
